File,Invoice,Items,Updated,Unchanged,New Materials,Needs Review,Error
311626.pdf,311626,2,0,2,0,0,
Invoice_308293.pdf,Invoice_308293,1,0,1,0,0,
Invoice_310189.pdf,Invoice_310189,4,0,4,0,0,
Invoice_312384.pdf,Invoice_312384,3,0,3,0,0,
